pitcher_name,CH,CS,CU,FC,FF,FS,KC,SI,SL,ST,SV
Andre Pallante,0.0,0.0,0.0,0.0,0.5858741211177676,0.0,-0.07630966529312092,-0.22256634601585268,-0.285412862717592,0.0,0.0
Andrew Abbott,-0.006821613307203476,0.0,-0.05576359833538526,-0.02168984509010873,0.1189057809233895,0.0,0.0,0.0,0.0,-0.03463072419069193,0.0
Andrew Heaney,-0.23874829419940324,-0.1427826743035705,0.3998781236631841,0.0,-0.1208073567298553,0.0,0.0,-0.16054881681966118,0.26300901838931023,0.0,0.0
Antonio Senzatela,-0.08493213898738894,0.0,-0.1379244322769267,-0.03846112748990588,0.5834364219848511,0.0,0.0,0.0,-0.3153269548516705,0.0,0.0
Bailey Ober,0.054989002493792453,0.0,-0.016776661030460487,0.0,0.08535352129005132,0.0,0.0,-0.028998481838765536,-0.02201518159236523,-0.0725521993222525,0.0
Brad Lord,0.8365075789845745,0.0,0.0,0.0,-0.4274295416866676,0.0,0.0,-0.18228962506717658,-0.24031254599565166,0.0,0.0
Brady Singer,0.0,0.0,0.0,-0.0766204713143164,-0.08237890635883173,0.0,0.0,0.13495332400042342,0.021456719485725563,0.0025893341869992043,0.0
Brandon Pfaadt,-0.07759817488763211,0.0,-0.1351563118609177,-0.05386768475470068,-0.20746164134995213,0.0,0.0,-0.30533015339801356,0.0,0.7802377081862872,0.0
Brayan Bello,-0.011833543105311591,0.0,0.0,-0.00650164607771166,-0.0326688299757215,0.0,0.0,0.06564219183470364,0.0,-0.014638172675958296,0.0
Bryan Woo,-0.05101017340223144,0.0,0.0,0.0,0.13587659469244198,0.0,0.0,-0.03437089447760724,-0.022507581913414454,-0.02798794489918921,0.0
Bryce Elder,-0.05554167904081155,0.0,0.0,0.0,0.009712515450780312,0.0,0.0,-0.0055778902956761175,0.051407053885707626,0.0,0.0
Cal Quantrill,0.0,0.0,-0.1453808957623204,-0.262024503488697,0.8162879025738693,-0.2221997765458616,0.0,-0.19160933864935545,0.010110314324105377,0.0,0.0
Carlos Rodón,0.7259373063871412,0.0,-0.13942407643078308,0.0,-0.3341360797661779,0.0,0.0,-0.09266526186148576,-0.1561905186785327,0.0,0.0
Casey Mize,0.0,0.0,0.0,0.0,-0.06642602521441379,0.03313755222000432,0.0,0.024790308746349736,0.03785871632445605,0.0,-0.029360552076396703
Charlie Morton,-0.22965128587594497,0.0,0.8465457586465774,-0.19133431264104542,-0.24020772711790328,0.0,0.0,-0.18535243301168422,0.0,0.0,0.0
Chris Bassitt,-0.08527810425517983,0.0,0.6230139247019896,-0.1185868806836659,-0.12046559454392443,-0.0808140503927201,0.0,-0.21085841844263473,-0.021564207880244855,0.01455333149638028,0.0
Chris Paddack,0.026826163747774096,0.0,-0.27488883742760534,-0.20143090053175194,0.6548602266629515,0.0,0.0,-0.1656375025320645,-0.03972914991930593,0.0,0.0
Clay Holmes,-0.1322863070672784,0.0,0.0,-0.20532140348618433,-0.021907067129011325,0.0,0.0,0.5707323177297711,-0.056126325291137424,-0.15509121475615828,0.0
Colin Rea,0.0,0.0,0.0054684625323527,-0.0372430220689661,0.036697793865258975,0.041247509884901085,0.0,-0.0409696784449314,0.0076566116314796635,-0.012415111001104021,0.0
Cristopher Sánchez,0.5832290256462279,0.0,0.0,0.0,0.0,0.0,0.0,-0.4134579772766407,-0.1697710483695866,0.0,0.0
David Peterson,0.01118216557349531,0.0,0.03650572302847441,0.0,-0.07016079884091721,0.0,0.0,0.008584341164202713,0.013888569074744863,0.0,0.0
Davis Martin,-0.2050485152230969,0.0,-0.14328754618980633,-0.030725684363040438,0.5708376340687763,0.0,0.0,-0.027848289136972775,-0.1288788005345935,-0.03272495623928301,0.0
Dean Kremer,0.0,0.0,-0.30672659269361074,0.9003064952199026,-0.3413036231931185,-0.2791361933380904,0.0,0.026572106074642582,0.0,0.0,0.0
Drew Rasmussen,0.0,0.0,-0.02917259392761095,0.0068433125844737305,0.0387283394966138,0.0,0.0,0.033506149425680525,0.0,-0.03876173539403864,0.0
Dustin May,0.0,0.0,0.0,-0.14618741491216014,-0.1822063842426879,0.0,0.0,0.641049368776066,0.0,-0.2947785468085088,0.0
Dylan Cease,0.009095078121295008,0.0,0.0,0.0,-0.01949918347067327,0.0,-0.011358078533129102,-0.010477933905599361,0.041805646973785485,-0.00956552918567844,0.0
Eduardo Rodriguez,-0.2201100874270253,0.0,-0.09507177265796649,0.22333405773270001,0.08590644026141371,0.0,0.0,0.029331689464641784,-0.02396706356315604,0.0,0.0
Edward Cabrera,0.0471136498401931,0.0,0.0688292724241222,0.0,-0.0773833730791357,0.0,0.0,-0.07945144632981922,0.04089189714464005,0.0,0.0
Erick Fedde,-0.28425927177187876,0.0,0.0,0.7585642122439367,0.0,0.0,0.0,-0.40515129832763275,0.0,-0.05791540712917829,0.0
Framber Valdez,0.32519057866520595,0.0,0.3256294847637143,0.0,0.0,0.0,0.0,-0.6276073555251777,-0.023053188058617318,0.0,0.0
Freddy Peralta,0.021951096524869127,-0.02288488302721072,0.01471702102895197,0.0,0.04345624309848828,0.0,0.0,0.0,-0.04723171282293363,-0.010007764802164743,0.0
Garrett Crochet,-0.03202659126444879,0.0,0.0,0.09974485072998472,-0.040464623799601036,0.0,0.0,0.03429970430980793,0.0,-0.05821124442723345,0.0
Gavin Williams,0.0,0.0,-0.0670464315379781,0.06711527710966027,0.008081462006984137,0.0,0.0,-0.012786967842209012,0.0,0.0054137373671304554,0.0
Germán Márquez,-0.01658493280515073,0.0,0.0,0.0,0.13844737916923616,0.0,-0.06180934903659158,-0.04503708529536068,-0.015016012032133411,0.0,0.0
Hunter Brown,0.027742781556759976,0.0,0.0,-0.0059090724976066395,-0.03765452742790665,0.0,-0.033155742644695896,0.07225003553763759,-0.023273474524187987,0.0,0.0
