pitcher_name,feature,CH,CS,CU,FC,FF,FS,KC,SI,SL,ST,SV
Andrew Abbott,prev_description_foul,-0.00611308521344776,,-0.04365655904203633,-0.011090309972472562,0.1773374458514919,,,,,-0.11647749162353543,
Andrew Abbott,prev_description_foul_bunt,-0.021512840130996455,,0.03423777819318537,0.08485746788412232,-0.21834022072599912,,,,,0.12075781477968796,
Andrew Abbott,prev_description_foul_tip,-0.12427269878913841,,-0.12667146022551648,-0.041498672242010204,0.2910565729900962,,,,,0.0013862582665692172,
Andrew Abbott,prev_description_missed_bunt,0.008296987278731892,,-0.056577412584271895,-0.0013813922565860562,0.04362811575519553,,,,,0.006033701806930377,
Andrew Abbott,prev_description_swinging_strike,-0.02466855307348643,,-0.05771904701198621,-0.016278101274240953,0.1185627230607268,,,,,-0.01989702170101345,
Andrew Abbott,prev_description_swinging_strike_blocked,-0.188975385967168,,0.2550107076126462,-0.020617411309225963,-0.3715965328537111,,,,,0.3261786225174596,
Andrew Abbott,prev_pitch_type_CU,0.026033357554636618,,0.021538571233570964,0.05116645623208035,-0.0499879581473866,,,,,-0.048750426872901494,
Andrew Abbott,prev_pitch_type_FC,0.11779270930625355,,-0.00795428175481175,-0.009360495301052155,-0.11113564872383735,,,,,0.010657716473447276,
Andrew Abbott,prev_pitch_type_FF,0.04526468590309415,,0.04118509805550465,-0.0025781454007398627,-0.12607618195056647,,,,,0.042204543392707475,
Andrew Abbott,prev_pitch_type_ST,0.06031717624810411,,0.009058170592725146,0.0022296870376409448,-0.051192042559567955,,,,,-0.020412991318901785,
Andrew Abbott,prev_pitch_type_START,0.05813982678379,,0.1027998592931074,-0.014853921460665212,-0.07248310818687936,,,,,-0.07360265642935283,
Andrew Abbott,stand_R,0.24838701874113644,,0.06964608488530394,0.0465321894830808,-0.05701145116480146,,,,,-0.3075538419447195,
Andrew Heaney,count_0-1,-0.21043864311447188,-0.14682080011082593,0.44006788299637595,,-0.40909447176242486,,,-0.08150838649945918,0.4077944184908107,,
Andrew Heaney,count_0-2,-0.21660024051835403,-0.17808806342587377,0.43027127542457044,,-0.3581697169359377,,,-0.1558087211095749,0.47839546656517445,,
Andrew Heaney,count_1-0,-0.17803306507101954,-0.13940238254575588,0.39564470693988824,,-0.31183090125820395,,,-0.07783463249239202,0.31145627442748774,,
Andrew Heaney,count_1-1,-0.18139356216501917,-0.14902852109911027,0.4258639205466678,,-0.321369841573354,,,-0.13239034974871422,0.3583183540395333,,
Andrew Heaney,count_1-2,-0.1877675694082977,-0.1475864218008194,0.4403850641456055,,-0.3104509600270302,,,-0.1800468385000124,0.3854667255905576,,
Andrew Heaney,count_2-0,-0.20688895663751433,-0.15963712607524325,0.3747344998648561,,-0.22679902759179668,,,-0.039342702415195344,0.25793331285489696,,
Andrew Heaney,count_2-1,-0.15571796517026001,-0.12918881458744488,0.40151673492831347,,-0.3031016321890077,,,-0.16414560935676234,0.35063728637516517,,
Andrew Heaney,count_2-2,-0.18735760369494134,-0.1443116228771934,0.437362573165001,,-0.3468565382490526,,,-0.17298422622513687,0.41414741788132736,,
Andrew Heaney,count_3-0,-0.3707460260235305,-0.18372485116604617,0.3665503461497694,,0.1293318676554749,,,-0.16706882181730068,0.22565748520163634,,
Andrew Heaney,count_3-1,-0.267668707486656,-0.173042131986131,0.37177649588716466,,-0.12753874719684516,,,-0.02022349839427603,0.21669658917674842,,
Andrew Heaney,count_3-2,-0.23874829419940324,-0.1427826743035705,0.3998781236631841,,-0.1208073567298553,,,-0.16054881681966118,0.26300901838931023,,
Andrew Heaney,intercept,0.213943252105168,0.1087792049933179,-0.22744583762657172,,0.6713774342061559,,,0.31789884438748833,-0.08455289806556238,,
Andrew Heaney,prev_description_ball,0.06339981213190195,0.009817833820819482,-0.10071472458106404,,0.0133418758497501,,,0.0450504003299698,-0.030895197551377273,,
Andrew Heaney,prev_description_blocked_ball,0.05192421413025278,-0.00023332076683848808,-0.12639600164967382,,0.16155353286715657,,,0.04151619381707261,-0.12836461839797006,,
Andrew Heaney,prev_description_called_strike,0.06110670522109248,0.019907612833456965,-0.11271213265248221,,0.048731099238370004,,,0.0472745670479247,-0.06430785168836248,,
Andrew Heaney,prev_description_foul,0.03651810524332354,0.01045552700330217,-0.10002515046992393,,0.04177495256766657,,,0.06471438984541081,-0.05343782418977961,,
Andrew Heaney,prev_description_foul_bunt,-0.11862687281165168,-0.007969230719851995,0.07056581482129712,,-0.10001533796238696,,,-0.04927481840826035,0.20532044508085293,,
Andrew Heaney,prev_description_foul_tip,-0.05431223992867615,-0.016883586721543976,-0.08694450482641734,,0.18974050730776656,,,0.005895390113757131,-0.03749556594488657,,
Andrew Heaney,prev_description_swinging_strike,0.0582471971760226,-0.005804339994346456,-0.08212953609025442,,0.11239483338144202,,,-0.007362698530515828,-0.07534545594234833,,
Andrew Heaney,prev_description_swinging_strike_blocked,0.06494643084449957,0.004318572913451072,0.22496227218705636,,-0.12956979701658558,,,-0.08129883771176602,-0.08335864121665615,,
Andrew Heaney,prev_pitch_type_CS,0.06029574623363325,0.018434532251712706,-0.04396884221754816,,0.031761238001230256,,,-0.046970230679135715,-0.01955244358989254,,
