target_pitch_type,target_pitch_label,feature,mean_beta,mean_abs_beta,pitchers,mean_target_rate
CH,changeup (CH),prev_pitch_type_SV,-0.018188318947470708,0.0397625452314856,3,0.16196209176548168
CH,changeup (CH),prev_description_swinging_strike,-0.002390635242852627,0.03302946315335804,78,0.1506406328383523
CS,CS (CS),prev_pitch_type_ST,0.08277133257426844,0.08277133257426844,2,0.035777188386696225
CS,CS (CS),count_1-2,-0.019259652582208273,0.07913129528500466,3,0.04178293506919678
CS,CS (CS),count_3-1,-0.07477184947410022,0.07477184947410022,3,0.04178293506919678
CS,CS (CS),count_3-0,-0.07372079617141682,0.07372079617141682,3,0.04178293506919678
CS,CS (CS),count_0-2,-0.047444514058250696,0.07128086155899849,3,0.04178293506919678
CS,CS (CS),prev_pitch_type_FS,0.0686131662943468,0.0686131662943468,1,0.04789915966386555
CS,CS (CS),count_3-2,-0.0671975478482644,0.0671975478482644,3,0.04178293506919678
CS,CS (CS),count_0-1,-0.039275431115259975,0.06681475141094351,3,0.04178293506919678
CS,CS (CS),count_2-0,-0.0658720594493197,0.0658720594493197,3,0.04178293506919678
CS,CS (CS),count_2-2,-0.037905027949462655,0.05830272063533295,3,0.04178293506919678
CS,CS (CS),count_1-1,-0.04685334660043395,0.057618258791079006,3,0.04178293506919678
CS,CS (CS),prev_description_missed_bunt,-0.05344725223288269,0.05344725223288269,2,0.035777188386696225
CS,CS (CS),count_1-0,-0.04994029850879552,0.04994029850879552,3,0.04178293506919678
CS,CS (CS),count_2-1,-0.045880032339469856,0.045880032339469856,3,0.04178293506919678
CS,CS (CS),prev_pitch_type_SV,0.03963949913230314,0.03963949913230314,1,0.04789915966386555
CS,CS (CS),prev_description_foul_tip,0.026789581639965716,0.03804530612099504,3,0.04178293506919678
CS,CS (CS),prev_description_foul,0.031144443608664103,0.031144443608664103,3,0.04178293506919678
CS,CS (CS),prev_pitch_type_CS,-0.005669997778474073,0.030088200893745407,3,0.04178293506919678
CS,CS (CS),stand_R,0.029856553439097124,0.029856553439097124,3,0.04178293506919678
CS,CS (CS),prev_description_swinging_strike_blocked,-0.026015664748268528,0.02889471335723591,3,0.04178293506919678
CS,CS (CS),prev_pitch_type_SI,0.025836930978867842,0.025836930978867842,2,0.05084679404903172
CS,CS (CS),prev_pitch_type_FC,0.023863978123578777,0.023863978123578777,1,0.04789915966386555
CS,CS (CS),prev_description_foul_bunt,-0.023025658019844162,0.023025658019844162,3,0.04178293506919678
CS,CS (CS),prev_description_called_strike,0.022422320566550007,0.022422320566550007,3,0.04178293506919678
CS,CS (CS),prev_pitch_type_SL,0.010073490708882365,0.018301219147241903,3,0.04178293506919678
CS,CS (CS),prev_description_blocked_ball,-0.017997055810504137,0.017997055810504137,3,0.04178293506919678
CS,CS (CS),prev_pitch_type_START,-0.0009536033518372384,0.017536303019336452,3,0.04178293506919678
CS,CS (CS),prev_description_swinging_strike,0.013210276128244212,0.01707983612447518,3,0.04178293506919678
CS,CS (CS),prev_pitch_type_CU,0.011048744480097168,0.015902310615467173,3,0.04178293506919678
CS,CS (CS),prev_pitch_type_FF,0.0044930736267426675,0.014199478394209606,3,0.04178293506919678
CS,CS (CS),prev_description_ball,0.01005686147562123,0.01327623932162611,3,0.04178293506919678
CU,curveball (CU),count_3-0,-0.10654406389496802,0.19581654865081566,64,0.12688214060923125
CU,curveball (CU),prev_description_bunt_foul_tip,-0.18775887065363103,0.18775887065363103,5,0.14119659271499074
CU,curveball (CU),count_3-1,-0.06947721533772197,0.16579768945581305,64,0.12688214060923125
