pitcher_name,CH,CS,CU,FC,FF,FS,KC,SI,SL,ST,SV
Jose Quintana,-0.6692514182342828,0.0,0.05844387657131268,0.0,0.28440772210292425,0.0,0.0,0.9757100240714838,0.0,0.0,0.35068979548856233
José Berríos,0.269291500990115,0.0,0.0,0.08251172414216346,0.3308397669452151,0.0,0.0,0.1593657311664227,0.0,0.0,0.15867882907368835
José Soriano,0.0,0.0,0.0,0.0,0.030402292633737893,-0.008632035398936602,-0.07960854533505579,0.9506697137477156,0.02149646141504468,0.0,0.0
Justin Verlander,0.18793434174951543,0.0,0.13094286626323784,0.0,0.4774257824474306,0.0,0.0,0.0,0.16186812393395217,0.0447914336054002,0.0
Kevin Gausman,0.0,0.0,0.0,0.0,0.642138295001483,0.34782035313079024,0.0,0.0,0.009918395567829266,0.0,0.0
Kyle Freeland,-0.03342233314896707,0.0,0.0,0.26644951604614275,0.3404736076789751,0.0,0.045632973120140335,0.09008293424107713,0.0,0.2907833020626306,0.0
Kyle Hendricks,0.6522505051754771,0.0,0.16170879964051257,0.0,-0.5820682565012852,0.0,0.0,0.7686859052710214,0.0,0.0,0.0
Logan Allen,0.08715208971962925,0.0,0.0,0.03719184520169312,0.2273552099049283,0.0,0.0,0.30236439626467826,0.0,0.34597957706401955,0.0
Logan Gilbert,0.0,0.0,-0.025845442500657345,0.0,0.3545711378658836,0.31448831126064336,0.0,0.0,0.34738742267515493,0.0,0.0
Logan Webb,0.4066262389138805,0.0,0.0,0.07427819543318072,0.07902698786738147,0.0,0.0,0.19619253903356823,0.0,0.24387603875198957,0.0
Lucas Giolito,0.35518114053069083,0.0,0.11782198779319444,0.0,1.0766340497382811,0.0,0.0,0.0,-0.5494425091124591,0.0,0.0
Luis Castillo,0.22263619391425193,0.0,0.0,0.0,0.47944382819857956,0.0,0.0,0.22059247757444891,0.0773275003127196,0.0,0.0
Luis Severino,0.1687462747287353,0.0,0.0,0.33737891685005117,0.24086383031632824,0.0,0.0,0.09880060731686155,0.012608037819976867,0.14160233296804675,0.0
MacKenzie Gore,0.13048302153197627,0.0,0.34163352052136114,0.042941007018673705,0.09284526043548297,0.0,0.0,0.0,0.39209719049250424,0.0,0.0
Matthew Boyd,0.027584762326909595,0.0,-0.7282740326912381,0.0,0.8844121619627774,0.0,0.0,0.26175847907409355,0.5545186293274607,0.0,0.0
Matthew Liberatore,0.005517956143157393,0.0,0.09873385909557567,0.22777544745190254,0.5108945477530847,0.0,0.0,-0.4358234738003743,0.5910592136664632,0.0,0.0
Max Fried,0.014179607718161166,0.0,0.07321299197777009,0.3494747472237313,0.10036423484694056,0.0,0.0,0.28474886523707266,0.040378156731796996,0.1376413962645281,0.0
Merrill Kelly,-0.4082817878404834,0.0,0.24518761722892557,0.39488804815989675,0.6484664420675675,0.0,0.0,0.09984874134134741,0.019890939042743826,0.0,0.0
Michael Lorenzen,0.20086153597812192,0.0,0.1976237228727181,0.12202400134320501,0.2897621354992313,0.0,0.0,0.11896578288433579,0.10469675985472876,-0.03393393843234105,0.0
Michael Wacha,0.34802247593227853,0.0,0.14685740176616585,0.5058216747590741,0.5276973075661142,0.0,0.0,0.19413288530056053,-0.7225317453241994,0.0,0.0
Miles Mikolas,0.10169824183435586,0.0,0.11020419465351794,0.0,0.5553814731561342,0.0,0.0,0.0676348298582551,0.15367334622427586,0.005865938065081459,0.0
Mitch Keller,0.12046583367482046,0.0,0.1423590964285112,0.0,0.6851678078590964,0.0,0.0,-0.588797287139275,0.29220352411132644,0.3423663121910475,0.0
Mitchell Parker,0.0,0.0,0.3531843021973233,0.0,0.29793800627962236,0.10890530005241396,0.0,0.0,0.23997239147063887,0.0,0.0
Nick Lodolo,-0.031136849978943476,0.0,0.5251481450427248,0.0,0.17835493444586292,0.0,0.0,0.32763377049035525,0.0,0.0,0.0
Nick Martinez,0.16459374827707193,0.0,0.13780192757261966,0.2892604094118013,0.37664784750874053,0.0,0.0,0.021858691358595944,0.009964223602320355,0.0,0.0
Nick Pivetta,0.0,0.0,0.4734290924614113,-0.6329130443664267,0.8321804737849952,0.0,0.0,0.05255089551581682,0.0,0.2740777738956376,0.0
Noah Cameron,0.15957953423375568,0.0,0.3178844005990843,-0.35975759757820314,0.539409313263761,0.0,0.0,0.0,0.3428843494816045,0.0,0.0
Patrick Corbin,0.041859291348891284,0.0,0.0,0.2207435647829371,0.011138948959147759,0.0,0.0,0.4873767010100919,0.24185242133851229,0.0,0.0
Paul Skenes,0.16056731553895087,0.0,0.0776294561466385,0.0,0.6580674786013483,0.10118867078583596,0.0,-0.004476273956648874,0.016076757048080204,-0.009053404164205553,0.0
Quinn Priester,0.11381981039718751,0.0,0.11058184568142387,0.3248452923895621,0.0,0.0,0.0,0.28981423933519807,0.16093881219662806,0.0,0.0
Randy Vásquez,0.2409082089069906,0.0,0.040229617244450205,0.2846082289677132,0.34714186274559733,0.0,0.0,0.03549797710736602,0.009371359486033041,0.04224274554185024,0.0
Ranger Suarez,0.06630253351812544,0.0,0.01850274027138213,0.00040153510922077973,0.18128163923726195,0.0,0.0,0.5404445631598052,0.19306698870420363,0.0,0.0
Robbie Ray,0.14403683787403831,0.0,0.0,0.0,0.5739076080817391,0.0,0.02970241634606033,0.0,0.2399054542969882,0.0,0.0
Ryan Pepiot,0.3140502017509976,0.0,0.022141630536599004,0.21852219607911116,0.09437688128334842,0.0,0.0,0.019500276876297035,0.332945081306228,0.0,0.0
Ryne Nelson,0.17163461548261816,0.0,0.16806073953251227,0.25289681618385995,0.37643351869121133,0.0,0.0,0.0,0.030974310109797273,0.0,0.0
Sandy Alcantara,0.4008269574880926,0.0,0.0,-0.5306248471155206,0.33175982833909,0.0,0.0,0.6170902056788761,0.18094785560946477,0.0,0.0
Sean Burke,0.12490572655155471,0.0,0.0,0.0,0.7522913601863347,0.0,0.11548137622232732,-0.007569930019627344,0.014891467059410801,0.0,0.0
Seth Lugo,0.09705272934554779,-0.01693038067968896,0.1964398936319198,0.1797973170085807,0.5043325248396974,0.0,0.0,0.049959128848326206,-0.0008692349258145396,-0.00405673819236228,0.0009263561796946512
Shane Baz,0.20262870057513477,0.0,0.0,0.1408764903799718,0.5374790708438159,0.0,0.1182757323319717,0.0,0.0007400058691061813,0.0,0.0
Shane Smith,0.19689424742112716,0.0,0.04854437495578845,0.0,0.6603995594311881,0.0,0.0,0.04811906552587501,0.046821859660282655,0.0,0.0
Shota Imanaga,0.0,0.0,0.03236880052377217,0.0,0.8411854366844584,-0.3046972662136517,0.0,0.0,0.0,0.3862941715021889,0.0
Slade Cecconi,0.26445485635901317,0.0,-0.4783551470634041,0.09627761828303769,0.9364935970316691,0.0,0.0,0.06136390120710904,0.118851921944949,0.0,0.0
Sonny Gray,0.14704586389861235,0.0,0.2065543362853493,-0.17649290220091543,0.6888214776087389,0.0,0.0,0.001940420362028683,0.029322535599101418,0.0706753003577381,0.0
Spencer Strider,0.116600026834261,0.0,0.008434454006486902,0.0,0.7123176326228418,0.0,0.0,0.0,0.16264788653641044,0.0,0.0
Taijuan Walker,0.0,0.0,0.07607194180459256,0.28641939846969666,0.13160122600343083,0.3312600050690322,0.0,0.15770543831934264,0.01694199033390499,0.0,0.0
Taj Bradley,0.0,0.0,-0.46550245849692024,0.2320259969079386,0.8717024279995422,0.3214277525662287,0.0,0.04034628102320898,0.0,0.0,0.0
Tanner Bibee,0.22084153365880482,0.0,0.11095602604832272,-0.08901867159884433,0.5831327723594665,0.0,0.0,-0.13790325936263453,0.0,0.3119915988948919,0.0
Tarik Skubal,0.14378005194559743,0.0,-0.004654570218828362,0.0,0.3333452563834947,0.0,0.0,0.40393023881699774,0.11959897676382635,0.0,0.0
