pitcher_name,pitch_type,pitches,avg_release_speed,avg_release_spin_rate,whiff_rate,weak_contact_rate,whiff_or_weak_rate,mean_pitcher_run_value,pitch_label,pitcher_total_pitches,usage_rate,in_arsenal,arsenal_size
Mitch Keller,FF,808,94.09591584158416,2402.362623762376,0.09034653465346534,0.09034653465346534,0.1806930693069307,0.0033019801980198014,4-seam fastball (FF),2315,0.3490280777537797,True,6
Mitch Keller,ST,443,82.31941309255079,2712.665914221219,0.13544018058690746,0.11060948081264109,0.24604966139954854,0.010494356659142213,sweeper (ST),2315,0.1913606911447084,True,6
Mitch Keller,SI,404,92.90148514851485,2463.878712871287,0.04950495049504951,0.10891089108910891,0.15841584158415842,-0.0005297029702970295,sinker (SI),2315,0.17451403887688985,True,6
Mitch Keller,SL,330,86.95363636363636,2528.9121212121213,0.1484848484848485,0.1303030303030303,0.2787878787878788,-0.007060606060606061,slider (SL),2315,0.14254859611231102,True,6
Mitch Keller,CU,167,77.37185628742515,2604.9041916167666,0.08383233532934131,0.04790419161676647,0.1317365269461078,-0.01037125748502994,curveball (CU),2315,0.07213822894168466,True,6
Mitch Keller,CH,160,89.209375,2041.64375,0.0875,0.1125,0.2,-0.01668125,changeup (CH),2315,0.06911447084233262,True,6
Mitchell Parker,FF,1217,92.93188167625308,2167.779786359901,0.05258833196384552,0.11010682004930156,0.16269515201314708,-0.0008553820870994249,4-seam fastball (FF),2177,0.5590261828203951,True,4
Mitchell Parker,CU,472,81.10360169491526,2279.2351694915255,0.1419491525423729,0.08898305084745763,0.2309322033898305,-0.014955508474576272,curveball (CU),2177,0.21681212677997244,True,4
Mitchell Parker,SL,261,84.95862068965518,2263.2911877394636,0.19540229885057472,0.12260536398467432,0.31800766283524906,-0.0041072796934865895,slider (SL),2177,0.11988975654570509,True,4
Mitchell Parker,FS,227,85.39471365638767,951.6255506607929,0.14537444933920704,0.12334801762114538,0.2687224669603524,0.013541850220264317,splitter (FS),2177,0.10427193385392743,True,4
Nick Lodolo,CU,563,81.89733570159858,2568.1989342806396,0.20603907637655416,0.08703374777975133,0.29307282415630553,0.0030195381882770875,curveball (CU),1973,0.2853522554485555,True,4
Nick Lodolo,FF,542,93.86402214022141,2282.760147601476,0.1033210332103321,0.08302583025830258,0.1863468634686347,-0.013719557195571956,4-seam fastball (FF),1973,0.2747085656360872,True,4
Nick Lodolo,SI,438,93.70547945205479,2307.4474885844747,0.07077625570776255,0.14383561643835616,0.2146118721461187,-0.0028105022831050224,sinker (SI),1973,0.22199695894576787,True,4
Nick Lodolo,CH,430,87.8446511627907,1832.5372093023257,0.1511627906976744,0.14883720930232558,0.3,0.012632558139534882,changeup (CH),1973,0.21794221996958946,True,4
Nick Martinez,FF,449,92.61291759465479,2315.9732739420933,0.053452115812917596,0.12249443207126949,0.1759465478841871,-0.01634075723830735,4-seam fastball (FF),2075,0.2163855421686747,True,6
Nick Martinez,FC,429,89.12307692307694,2364.4475524475524,0.0979020979020979,0.12121212121212122,0.2191142191142191,0.005937062937062937,cutter (FC),2075,0.20674698795180724,True,6
Nick Martinez,CH,408,78.5264705882353,2009.3799019607843,0.14215686274509803,0.13725490196078433,0.27941176470588236,-0.008318627450980392,changeup (CH),2075,0.1966265060240964,True,6
Nick Martinez,SI,339,92.44896755162242,2289.6165191740415,0.058997050147492625,0.14749262536873156,0.20648967551622419,0.007935103244837758,sinker (SI),2075,0.16337349397590362,True,6
Nick Martinez,SL,229,84.95502183406114,2432.825327510917,0.1615720524017467,0.1222707423580786,0.2838427947598253,-0.002803493449781659,slider (SL),2075,0.11036144578313253,True,6
Nick Martinez,CU,221,79.79411764705883,2585.262443438914,0.04524886877828054,0.10407239819004525,0.1493212669683258,0.006524886877828053,curveball (CU),2075,0.10650602409638554,True,6
