target_pitch_type,target_pitch_label,term,beta,std_error,p_value,n_obs,r_squared
SI,sinker (SI),C(pitcher_name)[T.José Soriano],0.35811690638185156,0.012652889159130657,3.158747677626088e-176,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Justin Verlander],-0.11349469236830406,0.007334542480649863,5.197662260215328e-54,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Kevin Gausman],-0.11222904368605813,0.007306067120544601,2.9858309311682457e-53,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Kyle Freeland],-0.07864776258964026,0.008940649372034865,1.4096119985292115e-18,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Kyle Hendricks],0.25867577336055836,0.012843797877495951,3.2846545584533105e-90,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Logan Allen],-0.017526302547630386,0.010248102150658902,0.08722892729259266,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Logan Gilbert],-0.10496695334757518,0.0076617031468672585,1.01229040549374e-42,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Logan Webb],0.20306397881538987,0.011482091345558165,5.445172728585731e-70,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Lucas Giolito],-0.11630524189499802,0.007230710286810865,3.255848602863296e-58,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Luis Castillo],0.09649984508344772,0.01088190585357866,7.45264039665502e-19,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Luis Severino],0.06169586664159827,0.010961807146493587,1.820398363415249e-08,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.MacKenzie Gore],-0.12858818394541321,0.007232742675609574,1.034961252764462e-70,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Matthew Boyd],-0.09830030909399125,0.008125593692505066,1.087233890944569e-33,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Matthew Liberatore],-0.033479831952868265,0.010238338040081235,0.00107530160146081,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Max Fried],0.023599737261128927,0.010542228087907363,0.02518253825130493,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Merrill Kelly],0.01007490317188427,0.010012940968037358,0.31432504142578366,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Michael Lorenzen],0.05651718226287448,0.011335423780467126,6.167705554504365e-07,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Michael Wacha],0.00651153965001454,0.01009830315553401,0.5190469324767625,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Miles Mikolas],0.049584040539431544,0.01096276059806527,6.098305879772284e-06,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Mitch Keller],0.046537617949285626,0.010427985535932702,8.090989206379448e-06,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Mitchell Parker],-0.13189556393356655,0.0072355032917724585,3.041526816162046e-74,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Nick Lodolo],0.08539333673957805,0.01169555093818875,2.848898836929723e-13,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Nick Martinez],0.03729045535658512,0.010627792069405357,0.00045018763481799093,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Nick Pivetta],-0.09980287976381319,0.007778429624099136,1.1032904551046484e-37,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Noah Cameron],-0.14008419978558,0.007282321721970549,1.84228304371317e-82,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Patrick Corbin],0.13207861106173047,0.01238607838992324,1.5085682943450262e-26,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Paul Skenes],-0.015494475419844556,0.009377188648675878,0.09846153261647157,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Quinn Priester],0.25673454307777616,0.013061368165593838,5.134415996386846e-86,209296,0.15725504350308828
SI,sinker (SI),C(pitcher_name)[T.Randy Vásquez],0.057330441066951565,0.011377889044687877,4.6855998500742213e-07,209296,0.15725504350308828
